"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"05/2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"45.633.726,61";"190.583.367,52";"190.769.165,32";"6.550.901,20";
"09/2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"160.361.268,79";"4.471.806,24";"129.398.521,30";"95.397,53";
"03/2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"207.254.706,62";"184.059.186,00";"193.406.579,39";"8.046.642,03";
"04/2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"116.473.566,24";"192.783.038,23";"184.363.199,44";"6.711.263,45";
"02/2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"13.219.048,72";"189.880.471,41";"183.270.878,30";"15.081.215,91";
"02/2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"1.075.937,01";"32.932.890,44";"33.162.188,98";"3.965.139,11";
"08/2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"32.339.118,35";"37.496.661,18";"35.132.034,50";"416.920,35";
"07/2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"22.767.696,99";"35.080.643,23";"46.936.505,14";"1.311.197,97";
"06/2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"4.281.862,76";"47.267.601,76";"36.550.890,10";"4.267.025,38";
"04/2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"29.268.761,01";"34.932.948,76";"33.750.928,56";"3.682.490,82";
"05/2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"62.806.184,82";"36.618.435,95";"35.124.170,61";"3.512.792,55";
"09/2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"52.269,81";"643.548,29";"25.563.010,72";"68.388,55";
"03/2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"57.615.272,81";"32.853.784,75";"33.312.475,74";"4.141.927,91";
"01/2022";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"198.174.820,19";"33.369.948,70";"10.440.239,89";"30.522.589,61";
"09/2022";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"1.548.256,75";"2.526.377,60";"101.861.080,97";"2.175.485,79";
"04/2022";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"35.266.171,27";"140.440.375,45";"138.188.356,80";"7.545.103,31";
"08/2022";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"12.757.169,15";"145.120.021,70";"145.243.473,12";"4.069.056,55";
"01/2022";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"1.721.811.186,55";"131.625.220,24";"39.199.595,77";"127.142.264,75";
"05/2022";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"24.026.081,87";"139.951.507,41";"139.776.246,65";"10.981.098,68";
"03/2022";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"10.817.469,76";"136.339.704,60";"136.571.993,68";"12.575.351,14";
"02/2022";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"9.681.156,54";"136.807.578,93";"132.139.446,58";"12.873.252,84";
"06/2022";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"25.076.903,43";"183.140.933,13";"144.484.967,12";"6.975.619,84";
"07/2022";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"16.649.695,17";"151.569.468,08";"182.934.185,07";"7.554.807,31";
"01/2022";"26000 - Ministério da Educação";"26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"78.850.770,86";"5.705.642,00";"1.363.701,68";"7.746.960,31";
"03/2022";"26000 - Ministério da Educação";"26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"1.037.216,67";"6.577.975,10";"6.557.056,90";"1.260.652,84";
"02/2022";"26000 - Ministério da Educação";"26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"2.054.916,62";"6.541.538,43";"6.696.379,68";"708.269,12";
"09/2022";"26000 - Ministério da Educação";"26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"0,00";"175.963,01";"4.543.656,88";"2.860,00";
"04/2022";"26000 - Ministério da Educação";"26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"9.597.781,38";"6.553.037,34";"6.642.397,51";"1.856.365,13";
"05/2022";"26000 - Ministério da Educação";"26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"2.058.886,75";"7.217.731,92";"6.930.411,75";"3.622.611,64";
"08/2022";"26000 - Ministério da Educação";"26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"702.415,48";"7.260.689,23";"7.111.764,89";"1.987.387,67";
"07/2022";"26000 - Ministério da Educação";"26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"2.197.337,22";"7.484.313,58";"8.830.938,91";"490.695,80";
"06/2022";"26000 - Ministério da Educação";"26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"- 203.773,26";"9.188.075,42";"7.792.051,93";"2.301.695,38";
"01/2022";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"97.397.049,43";"16.742.399,38";"5.729.791,24";"15.910.420,59";
"07/2022";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"3.993.018,16";"19.137.506,41";"23.530.964,76";"1.259.703,43";
"04/2022";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"6.633.126,84";"17.335.774,78";"17.720.090,77";"1.496.845,98";
"02/2022";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"5.134.856,64";"17.389.013,48";"16.935.242,51";"2.550.891,90";
"03/2022";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"7.621.533,40";"17.959.937,39";"17.688.573,20";"2.775.161,33";
"06/2022";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"10.345.511,47";"23.998.792,04";"18.888.321,66";"1.036.615,09";
"09/2022";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"379.085,30";"257.698,05";"13.343.005,31";"929.409,39";
"08/2022";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"2.478.347,87";"20.368.371,58";"18.849.562,93";"804.334,29";
"05/2022";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"95.352.924,65";"18.320.768,91";"18.188.072,02";"1.490.416,61";
"01/2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"1.481.920.329,04";"131.534.622,87";"38.663.567,77";"124.906.978,44";
"02/2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"8.133.399,46";"140.231.850,87";"136.959.413,32";"13.876.312,50";
"07/2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"32.726.835,53";"159.764.906,73";"197.087.380,82";"21.155.892,47";
"04/2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"24.972.460,54";"138.421.993,58";"135.477.793,41";"15.647.369,25";
"03/2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"23.692.062,21";"136.108.935,51";"136.446.802,26";"21.551.108,27";
"05/2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"22.736.452,09";"147.058.160,32";"143.553.181,25";"10.415.535,63";
"06/2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"22.033.490,69";"196.186.320,47";"151.732.052,41";"10.684.913,91";
"09/2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"7.581.970,66";"5.896.910,20";"99.120.352,49";"1.297.459,31";
"08/2022";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"50.841.104,19";"146.712.179,18";"154.297.220,31";"7.925.162,03";
"06/2022";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"9.864.172,44";"143.151.987,87";"115.123.728,92";"4.941.716,44";
"05/2022";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"41.670.730,22";"113.995.686,30";"114.342.469,67";"5.962.626,58";
"08/2022";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"13.841.470,46";"117.373.489,71";"109.648.424,91";"1.409.282,15";
"09/2022";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"811.083,97";"2.173.807,78";"82.810.870,53";"1.655.096,74";
"02/2022";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"10.092.610,36";"113.947.030,30";"113.726.669,52";"6.666.662,67";
"01/2022";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"1.353.928.707,00";"112.664.856,36";"32.980.941,61";"90.465.855,68";
"03/2022";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"12.912.618,48";"118.743.289,02";"121.070.325,86";"9.486.158,33";
"04/2022";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"34.128.780,13";"110.326.810,83";"112.153.541,72";"5.016.766,39";
"07/2022";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"- 269.679,74";"116.800.812,10";"145.225.659,48";"1.816.377,30";
"03/2022";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"10.287.240,42";"110.755.639,19";"103.019.847,10";"15.585.644,45";
"01/2022";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"1.287.978.685,44";"108.908.169,48";"33.776.503,47";"89.330.367,17";
"02/2022";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"15.580.766,33";"110.369.990,79";"108.785.422,62";"9.860.265,26";
"04/2022";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"103.228.101,31";"111.383.147,43";"110.494.819,83";"5.660.084,26";
"06/2022";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"4.730.692,42";"152.160.520,01";"116.783.756,95";"3.780.256,04";
"07/2022";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"5.490.767,53";"116.458.411,13";"142.161.508,97";"4.027.704,81";
"08/2022";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"12.339.697,78";"115.053.331,09";"124.265.250,52";"1.988.827,79";
"05/2022";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"28.946.262,31";"115.439.574,10";"122.885.108,64";"5.203.341,38";
"09/2022";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"6.786.308,21";"2.906.717,51";"77.863.944,68";"366.035,37";
"05/2022";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"49.511.380,70";"75.666.027,49";"72.899.232,03";"23.012.947,56";
"08/2022";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"9.290.833,83";"76.887.941,56";"78.003.643,50";"2.359.542,89";
"06/2022";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"4.484.103,28";"96.323.234,38";"73.492.850,75";"2.405.490,68";
"07/2022";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"8.192.113,77";"76.473.709,26";"96.733.770,83";"4.375.499,93";
"02/2022";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"5.910.798,57";"68.176.099,32";"68.279.661,65";"9.734.886,21";
"03/2022";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"3.067.646,31";"71.858.786,91";"68.990.655,55";"8.095.141,46";
"09/2022";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"- 4.665.813,12";"411.935,26";"56.517.578,77";"732.453,85";
"01/2022";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"881.686.099,78";"68.308.852,71";"18.798.415,09";"69.703.731,81";
"04/2022";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"19.289.429,30";"71.662.654,88";"71.531.289,21";"5.823.656,83";
"02/2022";"26000 - Ministério da Educação";"26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO";"- 2.021.957,25";"4.539.318,29";"4.459.263,02";"559.670,52";
"05/2022";"26000 - Ministério da Educação";"26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO";"7.846.318,25";"4.759.729,37";"4.564.335,42";"134.945,90";
"01/2022";"26000 - Ministério da Educação";"26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO";"14.982.777,06";"4.344.148,37";"1.635.218,74";"4.646.926,07";
"09/2022";"26000 - Ministério da Educação";"26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO";"50.488,00";"15.504,06";"2.976.324,53";"5.100,00";
"08/2022";"26000 - Ministério da Educação";"26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO";"3.860.322,69";"4.682.761,70";"4.595.255,77";"84.189,22";
"06/2022";"26000 - Ministério da Educação";"26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO";"4.779.065,66";"5.682.884,60";"4.758.649,10";"191.089,93";
"04/2022";"26000 - Ministério da Educação";"26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO";"3.676.613,00";"4.494.710,61";"4.536.484,14";"195.503,88";
"07/2022";"26000 - Ministério da Educação";"26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO";"4.454.999,06";"4.607.572,31";"5.677.280,23";"645.172,33";
"03/2022";"26000 - Ministério da Educação";"26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO";"1.587.516,35";"4.552.963,61";"4.461.290,83";"34.406,40";
"05/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"3.961.782,35";"9.807.124,52";"10.610.352,52";"1.252.927,49";
"03/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"222.672,71";"8.406.437,83";"8.214.493,91";"2.452.454,20";
"04/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"17.495.593,32";"9.192.769,99";"8.522.242,27";"1.110.687,15";
"01/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"88.890.069,34";"8.457.655,98";"2.631.214,61";"8.412.407,22";
"02/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"4.411.389,97";"8.020.222,07";"8.445.141,21";"1.434.042,71";
"06/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"- 2.001.293,26";"12.768.564,28";"10.525.814,90";"696.152,86";
"09/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"35.830,54";"313.840,58";"7.645.292,89";"0,00";
"07/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"3.340.663,80";"10.376.098,14";"11.419.764,29";"872.555,51";
"08/2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"1.359.802,46";"10.675.571,46";"9.680.924,76";"311.402,06";
"02/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"17.939.719,23";"125.588.908,61";"124.251.828,23";"6.396.793,92";
"08/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"45.341.970,25";"131.849.547,77";"134.313.088,26";"1.994.054,93";
"04/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"96.820.579,10";"131.610.471,74";"127.066.590,50";"4.456.518,05";
"01/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"1.386.293.969,39";"125.175.447,91";"36.063.400,61";"102.919.033,72";
"09/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"1.335.913,64";"3.717.053,11";"88.978.288,60";"19.286,09";
"07/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"- 6.023.137,43";"134.987.968,04";"173.951.193,94";"2.432.892,32";
"06/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"57.090.539,00";"180.110.576,78";"137.935.268,01";"3.070.351,65";
"05/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"- 5.392.686,39";"132.220.534,63";"136.503.817,96";"4.202.998,35";
"03/2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"60.720.015,95";"129.150.276,30";"130.622.976,58";"4.151.766,44";
"01/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"5.983.446,45";"4.647.312,53";"1.710.694,57";"4.864.132,39";
"02/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"6.120.813,00";"4.889.981,88";"4.805.435,30";"333.588,00";
"09/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"195.500,00";"7.616,53";"3.966.438,79";"37.200,00";
"07/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"8.555.398,13";"5.453.835,92";"6.457.581,26";"743.105,63";
"05/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"6.132.880,21";"5.228.546,72";"5.067.274,34";"957.298,90";
"06/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"2.473.050,59";"6.591.600,08";"5.310.828,75";"65.630,00";
"03/2022";"26000 - Ministério da Educação";"26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"8.286.358,79";"5.049.316,10";"4.773.717,49";"634.753,98";
